id,latitude,longitude,geoAltitude
24363,,,11277.6
24408,,,10668.0
24418,,,11582.4
24436,,,10058.4
24491,,,11887.2
24524,,,11887.2
24563,,,10965.18
24631,,,11277.6
24637,,,10668.0
24646,,,11582.4
24658,,,12184.38
24687,,,11582.4
24733,,,11582.4
24767,,,11887.2
24773,,,12192.0
24809,,,10965.18
24923,,,11582.4
24972,,,11887.2
24999,,,10058.4
25016,,,12192.0
25023,,,10965.18
25034,,,11887.2
25103,,,11582.4
25119,,,11582.4
25138,,,11277.6
25162,,,9433.56
25199,,,12184.38
25222,,,11582.4
25254,,,10965.18
25267,,,11887.2
25288,,,12192.0
25326,,,11277.6
25337,,,11582.4
25393,,,11582.4
25401,,,10058.4
25410,,,9441.18
25503,,,11887.2
25522,,,11887.2
25536,,,10965.18
25576,,,11277.6
25628,,,9441.18
25639,,,10668.0
25640,,,10668.0
25681,,,12184.38
25692,,,11582.4
25769,,,12192.0
25783,,,11887.2
25784,,,11887.2
25830,,,10965.18
25868,,,11582.4
25882,,,9448.8
25891,,,11277.6
25895,,,10058.4
25993,,,11582.4
26051,,,10965.18
26052,,,11887.2
26092,,,10668.0
26093,,,10668.0
26233,,,11277.6
26257,,,11582.4
26315,,,11887.2
26316,,,11887.2
26319,,,12192.0
26328,,,11582.4
26350,,,10965.18
26398,,,10668.0
26399,,,11277.6
26420,,,12184.38
26454,,,9456.42
26471,,,11277.6
26568,,,11582.4
26585,,,11887.2
26611,,,11887.2
26665,,,10668.0
26690,,,11277.6
26777,,,10058.4
26816,,,11582.4
26850,,,10965.18
26851,,,12192.0
26879,,,11887.2
26896,,,10668.0
26899,,,11582.4
26989,,,11277.6
27032,,,9464.04
27044,,,10058.4
27073,,,10965.18
27087,,,11887.2
27111,,,11582.4
27120,,,11887.2
27141,,,11277.6
27149,,,10668.0
27150,,,10668.0
27311,,,10965.18
27354,,,11277.6
27383,,,12192.0
27386,,,11582.4
27497,,,11582.4
27553,,,10058.4
27556,,,10965.18
27580,,,11277.6
27589,,,11582.4
27665,,,11887.2
27698,,,12184.38
27850,,,10965.18
27881,,,11582.4
27937,,,11887.2
27997,,,11277.6
28032,,,11277.6
28039,,,10965.18
28141,,,11582.4
28154,,,9479.28
28187,,,12184.38
28192,,,11887.2
28212,,,10668.0
28214,,,12192.0
28264,,,10058.4
28291,,,10965.18
28348,,,11582.4
28354,,,11582.4
28413,,,11582.4
28450,,,11887.2
28482,,,11277.6
28517,,,10668.0
28531,,,10965.18
28569,,,10058.4
28587,,,11277.6
28592,,,11887.2
28614,,,11582.4
28670,,,11582.4
28693,,,12184.38
28699,,,11277.6
28703,,,9486.9
28707,,,11887.2
28763,,,10668.0
28764,,,10668.0
28816,,,11277.6
28940,,,11582.4
28951,,,11582.4
28956,,,11887.2
29004,,,9494.52
29006,,,11277.6
29026,,,10668.0
29076,,,10965.18
29144,,,12184.38
29204,,,11582.4
29205,,,12192.0
29222,,,11887.2
29228,,,9494.52
29237,,,10668.0
29267,,,10965.18
29347,,,11582.4
29418,,,11582.4
29426,,,12192.0
29439,,,10058.4
29441,,,10668.0
29520,,,11887.2
29570,,,11582.4
29575,,,10965.18
29584,,,11887.2
29596,,,11277.6
29601,,,11277.6
29660,,,11582.4
29686,,,12184.38
29715,,,9502.14
29756,,,11887.2
29803,,,10965.18
29844,,,11277.6
29884,,,11582.4
29899,,,12184.38
29923,,,11582.4
29953,,,12192.0
30012,,,10668.0
30054,,,11887.2
30055,,,11887.2
30114,,,11277.6
30124,,,10965.18
30131,,,12184.38
30164,,,10058.4
30185,,,11582.4
30192,,,11277.6
30233,,,12192.0
30242,,,9509.76
30315,49.27992602870932,6.404196624500682,11887.2
30316,49.27992602870932,6.404196624500682,11887.2
30353,,,10965.18
30433,,,12184.38
30453,,,11582.4
30459,,,11582.4
30480,,,10668.0
30508,,,9517.38
30575,,,10965.18
30617,49.27879053710751,6.404007269523639,11887.2
30636,,,11277.6
30644,,,11887.2
30687,,,11582.4
30697,,,10058.4
30726,,,12192.0
30749,,,9517.38
30780,,,10668.0
30793,,,10965.18
30905,49.277703749703896,6.403830683557695,11887.2
30917,,,11277.6
30945,,,11582.4
30957,,,11582.4
30984,,,11582.4
30996,,,9525.0
30997,,,9525.0
31062,,,10965.18
31070,,,10668.0
31098,,,12184.38
31165,49.27668642652844,6.403669499556908,11887.2
31166,49.27668642652844,6.403669499556908,11887.2
31176,,,11277.6
31191,,,11582.4
31212,,,11887.2
31213,,,10058.4
31218,,,11277.6
31252,,,11582.4
31281,,,9525.0
31297,,,10668.0
31345,,,10965.18
31434,,,11582.4
31436,49.27566951560473,6.403512354340226,11887.2
31437,49.27566951560473,6.403512354340226,11887.2
31453,,,11277.6
31489,,,11582.4
31528,,,12192.0
31531,,,9532.62
31540,,,12192.0
31590,,,10965.18
31591,,,10965.18
31618,,,10668.0
31648,49.27481554550538,6.403383455119878,11887.2
31687,,,11582.4
31725,,,11277.6
31773,,,12184.38
31786,,,11582.4
31808,,,9532.62
31817,,,12192.0
31947,49.27369649869252,6.403218779117281,11887.2
31961,,,11582.4
32033,,,11277.6
32040,,,9532.62
32119,,,11277.6
32162,,,10965.18
32163,,,10965.18
32164,,,10675.62
32190,49.272744258439346,6.403082429430158,11887.2
32243,,,11582.4
32254,,,9540.24
32255,,,9540.24
32275,,,11277.6
32328,,,12192.0
32349,,,12192.0
32381,,,10965.18
32387,,,11582.4
32428,,,10675.62
32472,,,10058.4
32499,49.27166307032377,6.402931825177015,11887.2
32565,,,9540.24
32570,,,11582.4
32603,,,11277.6
32615,,,10965.18
32619,,,12192.0
32778,,,10058.4
32802,49.27054961136464,6.402781400349115,11887.2
32842,,,9547.86
32847,,,11277.6
32851,,,11582.4
32916,,,12192.0
32917,,,11277.6
32923,,,10965.18
32941,,,12192.0
32962,,,10668.0
32963,,,10668.0
33039,49.26957350141472,6.402653429353349,11887.2
33067,,,11582.4
33128,,,11582.4
33179,,,10058.4
33206,,,10965.18
33210,,,10675.62
33282,,,11277.6
33284,,,11582.4
33285,,,9555.48
33324,49.26837710169674,6.4025015411450905,11887.2
33372,,,11887.2
33388,,,12192.0
33418,,,12192.0
33422,,,10058.4
33439,,,10965.18
33455,,,10675.62
33512,,,11582.4
33573,,,11277.6
33611,49.267222568128005,6.40236014649646,11887.2
33646,,,12192.0
33657,,,10965.18
33659,,,12192.0
33664,,,11582.4
33816,,,11582.4
33829,,,11277.6
33837,,,9563.1
33872,,,11277.6
33888,,,11582.4
33909,49.266096578191174,6.4022271421344055,11887.2
33912,,,12192.0
33921,,,10965.18
33929,,,10668.0
34011,,,11582.4
34050,,,11277.6
34131,,,9563.1
34170,,,11582.4
34187,,,10965.18
34192,49.26490943921221,6.402092143974089,11887.2
34196,,,10058.4
34231,,,11582.4
34259,,,11277.6
34299,,,11277.6
34357,,,12192.0
34371,,,11887.2
34382,,,12192.0
34392,,,9570.72
34445,,,10058.4
34464,,,10965.18
34522,,,11582.4
34523,49.26371769780159,6.401962016079285,11887.2
34610,,,11277.6
34657,,,12192.0
34659,,,10668.0
34666,,,12192.0
34688,,,9570.72
34703,,,11582.4
34721,,,10965.18
34770,,,11277.6
34773,,,10058.4
34776,,,11582.4
34797,49.26273954042141,6.401859244148017,11887.2
34856,,,11277.6
34859,,,11887.2
34914,,,12192.0
34943,,,11277.6
34946,,,12192.0
34968,,,11582.4
34974,,,9578.34
34982,,,11582.4
35009,49.26192855873296,6.401776792590447,11887.2
35014,,,10965.18
35096,,,11277.6
35158,,,12192.0
35219,,,11582.4
35221,,,11582.4
35254,,,10058.4
35257,49.261004690772204,6.401685905870589,11887.2
35259,,,11582.4
35268,,,10965.18
35320,,,11277.6
35388,,,11277.6
35418,,,12192.0
35451,,,10675.62
35468,,,9585.96
35472,,,11582.4
35488,,,10965.18
35497,49.25995104061935,6.401586203110518,11887.2
35609,,,11277.6
35686,,,10675.62
35707,,,10965.18
35710,,,11277.6
35718,49.25904137154057,6.40150350906997,11887.2
35722,,,11582.4
35732,,,11277.6
35750,,,9585.96
35754,,,11582.4
35833,,,11277.6
35978,,,12192.0
35980,,,9593.58
35982,49.25801289320299,6.401413788877096,11887.2
35998,,,10965.18
36012,,,11582.4
36057,,,11582.4
36190,,,12192.0
36210,,,9593.58
36237,,,10965.18
36263,,,11582.4
36265,,,11582.4
36290,,,11277.6
36335,,,11582.4
36387,,,12192.0
36399,,,12192.0
36425,,,10058.4
36478,,,10668.0
36494,49.25598867484745,6.401248892165288,11887.2
36497,,,9601.2
36500,,,11582.4
36541,,,11582.4
36547,,,10965.18
36562,,,11277.6
36564,,,11582.4
36680,,,12192.0
36702,,,10675.62
36703,,,10058.4
36734,49.25499005925598,6.401173246346172,11887.2
36741,,,10972.8
36782,,,11582.4
36822,,,11582.4
36843,,,11277.6
36900,,,12192.0
36972,,,10675.62
36989,49.25398966612289,6.401101240129412,11887.2
37003,,,10965.18
37039,,,9608.82
37102,,,11582.4
37137,,,11277.6
37170,,,12192.0
37188,,,10058.4
37217,49.25313506547711,6.401042717387856,11887.2
37237,,,10972.8
37251,,,10675.62
37257,,,11582.4
37310,,,9608.82
37345,,,11582.4
37359,,,11277.6
37382,,,12192.0
37459,49.252107960829974,6.400976023657768,11887.2
37470,,,10965.18
37479,,,11582.4
37551,,,9616.44
37593,,,11277.6
37608,,,11582.4
37716,,,11582.4
37731,,,10058.4
37740,49.25092190060727,6.400903950765273,11887.2
37754,,,10972.8
37771,,,10675.62
37806,,,11277.6
37847,,,11582.4
37876,,,12192.0
37901,,,12192.0
37938,,,11887.2
37974,,,10965.18
37987,,,10675.62
37995,49.24994582668213,6.400848608234532,11887.2
38029,,,9624.06
38097,,,11277.6
38101,,,11582.4
38177,,,11277.6
38211,,,10972.8
38240,49.24894923497287,6.400795797665498,11887.2
38244,,,10675.62
38297,,,11582.4
38299,,,11582.4
38315,,,12192.0
38335,,,9624.06
38336,,,11582.4
38341,,,11277.6
38396,,,12192.0
38447,,,10965.18
38504,,,11582.4
38533,,,11582.4
38541,,,12192.0
38543,49.24781240960319,6.400740110932395,11887.2
38620,,,11277.6
38639,,,12192.0
38648,,,9631.68
38676,,,11277.6
38720,,,10965.18
38753,,,11582.4
38769,,,11582.4
38782,49.24685433946471,6.400696946740689,11887.2
38820,,,12192.0
38837,,,11277.6
38849,,,10058.4
38897,,,9631.68
38940,,,10965.18
38990,,,10675.62
39021,,,11582.4
39052,,,12192.0
39069,49.24578154300195,6.400652698713639,11887.2
39122,,,11277.6
39138,,,9639.3
39163,,,10965.18
39266,,,11582.4
39282,,,11582.4
39308,,,12192.0
39319,49.24480678623594,6.400616233518775,11887.2
39397,,,11277.6
39436,,,9639.3
39450,,,10972.8
39456,,,10668.0
39536,,,11277.6
39553,,,11582.4
39568,,,11582.4
39589,49.2437712169132,6.400581390326445,11887.2
39645,,,10972.8
39665,,,10675.62
39666,,,11277.6
39706,,,9646.92
39755,,,11582.4
39806,,,12192.0
39811,,,11582.4
39821,49.24273498665455,6.400550540323741,11887.2
39831,,,10965.18
39888,,,11277.6
39977,,,10668.0
39979,,,11582.4
40026,,,11582.4
40054,,,12192.0
40089,49.2416667329585,6.4005229382360165,11887.2
40098,,,11582.4
40132,,,10965.18
40157,,,11277.6
40216,,,11582.4
40246,,,9654.54
40285,,,11582.4
40288,,,12192.0
40320,49.240792763845704,6.40050352583499,11887.2
40328,,,11277.6
40345,,,10965.18
40371,,,12192.0
40406,,,10058.4
40410,,,11582.4
40418,,,11277.6
40419,,,11277.6
40438,,,10675.62
40496,,,11582.4
40549,,,12192.0
40574,,,10965.18
40610,49.23962636295784,6.40048205832483,11887.2
40662,,,11582.4
40672,,,10058.4
40696,,,11277.6
40697,,,11277.6
40732,,,9662.16
40772,,,11582.4
40810,,,11277.6
40828,,,10965.18
40838,,,12192.0
40896,,,12192.0
40905,49.23850793079686,6.400466237494965,11887.2
40936,,,11582.4
40971,,,10668.0
40982,,,11277.6
41026,,,11582.4
41042,,,9662.16
41063,,,10965.18
41079,,,12192.0
41161,49.23746033319016,6.400455644994869,11887.2
41208,,,11582.4
41290,51.284502678808195,0.20129740678688895,9669.78
41291,51.284502678808195,0.20129740678688895,9669.78
41295,,,11277.6
41303,,,11582.4
41359,,,10965.18
41421,,,12192.0
41429,,,11887.2
41430,,,11887.2
41470,49.23629665250872,6.400448667222951,11887.2
41478,,,11582.4
41494,,,11277.6
41503,,,10058.4
41585,,,12192.0
41596,,,11582.4
41608,,,10965.18
41642,,,11277.6
41747,49.23525588996231,6.400446692238927,11887.2
41764,,,11582.4
41780,,,10668.0
41794,,,11277.6
41804,,,10965.18
41837,51.30300923111504,0.13834053816439723,9677.4
41847,,,11582.4
41873,,,12192.0
41916,,,12192.0
41938,,,11277.6
42020,49.23411499354123,6.400449150934672,11887.2
42026,,,10965.18
42036,,,10668.0
42104,51.31052412023617,0.11533873178754109,9677.4
42151,,,11582.4
42170,,,12192.0
42241,,,10972.8
42280,,,11277.6
42338,,,10668.0
